topic	term	beta
2	hong	1.8271523785985903e-5
1	honor	6.791707144413834e-6
2	honor	1.1213762132797885e-4
1	honoraria	1.2526419392013682e-19
2	honoraria	4.285534979185098e-5
1	honorary	3.181222931823737e-6
2	honorary	3.284297731372815e-5
1	honored	1.6299775365354995e-5
2	honored	6.264564861124091e-5
1	honoring	1.4309757379689425e-26
2	honoring	3.116752712134622e-5
1	honors	2.4799160346748052e-17
2	honors	2.7271586231160648e-5
1	hood	5.983170413932304e-5
2	hood	8.88475678771609e-6
1	hook	2.0149092294607923e-5
2	hook	1.710347912224349e-5
1	hooked	1.4746132503287963e-5
2	hooked	1.308285833626355e-5
1	hooks	1.6999166876146827e-5
2	hooks	1.9302124184318393e-5
1	hoover	2.4003449563400314e-6
2	hoover	2.1700206756145762e-5
1	hope	1.4245404270999765e-4
2	hope	5.356055735331269e-4
1	hoped	8.575686850374848e-5
2	hoped	1.700022967127468e-4
1	hopeful	1.0646323090874124e-5
2	hopeful	6.26958122396475e-5
1	hopes	1.7961774469182754e-4
2	hopes	2.3694948121720605e-4
1	hoping	3.1132472848730974e-5
2	hoping	1.0683561179189642e-4
1	hopkins	6.065123205753559e-5
2	hopkins	8.312727050107023e-6
1	hoppe	1.2843483280543713e-13
2	hoppe	3.116752703169884e-5
1	horizon	1.7426871917572904e-5
2	horizon	2.2899527346626587e-5
1	hormone	4.547972889756098e-6
2	hormone	5.136869154356703e-5
1	horn	1.4801097911712298e-5
2	horn	4.031607876261677e-5
1	horror	4.465267369179949e-5
2	horror	1.710894024378595e-12
1	horse	2.9828714825791888e-5
2	horse	2.5930875006334093e-5
1	horton	9.270085902709441e-25
2	horton	4.675129068201931e-5
1	hose	5.023426066080775e-5
2	hose	5.688983236738319e-20
1	hoses	3.348950710720519e-5
2	hoses	9.683306387760376e-47
1	hosni	8.670885207563725e-38
2	hosni	2.337564534100965e-5
1	hospital	0.0010177838210718574
2	hospital	3.8434721359991504e-4
1	hospitalized	7.961706818193611e-5
2	hospitalized	4.572182234813264e-5
1	hospitals	3.433200361838092e-4
2	hospitals	2.139096828620841e-5
1	host	9.024238454725469e-9
2	host	1.129759869046896e-4
1	hostage	7.792908113280996e-5
2	hostage	1.6377826247012615e-4
1	hostages	7.111762023656944e-5
2	hostages	3.165784097743044e-4
1	hosted	4.096843317777145e-7
2	hosted	2.308968605200764e-5
1	hostile	1.2372015610816406e-4
2	hostile	5.000137531107181e-5
1	hostility	5.220248686970646e-6
2	hostility	1.9731916530434146e-5
1	hot	2.900131814412002e-4
2	hot	3.52234588165045e-5
1	hotel	1.311700565003601e-4
2	hotel	3.175172139606228e-4
1	hotels	5.988885951293378e-5
2	hotels	3.6116448620371596e-5
1	hottest	3.900653453972787e-5
2	hottest	4.5060786545492295e-8
1	houphouetboigny	1.3115156881949445e-25
2	houphouetboigny	2.7271586231177944e-5
1	hour	4.833642261291501e-4
2	hour	9.116571002551824e-5
1	hourly	3.907109158819913e-5
2	hourly	2.573773867654622e-14
1	hours	9.27096428668983e-4
2	hours	4.125834625691409e-4
1	house	3.8480136984768307e-4
2	house	0.0025754458454972234
1	housed	1.063403857538724e-5
2	housed	2.374497791854272e-5
1	household	6.961878359658967e-5
2	household	5.27006158471646e-5
1	households	2.698780093165774e-5
2	households	1.233006674628822e-5
1	houses	2.564282895110374e-4
2	houses	1.0541697335874641e-4
1	housing	2.8334229032724495e-4
2	housing	2.9701183346588335e-4
1	houston	2.840020034038292e-4
2	houston	6.669084182168196e-5
1	houstonbased	5.023426066080784e-5
2	houstonbased	1.9694114329647866e-21
1	houstoun	5.023426066080784e-5
2	houstoun	1.7322811282990833e-82
1	hovered	3.348950710075964e-5
2	hovered	4.4989960498884265e-15
1	howard	4.723157731857717e-5
2	howard	1.462456831637173e-4
1	howell	2.6439945423324964e-8
2	howell	2.7253131173446804e-5
1	hoyt	1.438871429999329e-51
2	hoyt	3.116752712134622e-5
1	hrawi	3.9070337891053574e-5
2	hrawi	5.261056562499647e-10
1	hrb	3.348950710720519e-5
2	hrb	1.6421590019926236e-66
1	hsn	4.4599772962514285e-5
2	hsn	3.692637156738106e-8
1	hu	3.907108668568117e-5
2	hu	3.447690812613853e-12
1	hub	3.348950710720513e-5
2	hub	6.882803830171687e-20
1	hubbert	2.1639052810607e-27
2	hubbert	8.571069958370212e-5
1	hubble	1.0046852132161569e-4
2	hubble	2.1288845001254437e-23
1	hubert	7.037482195234426e-19
2	hubert	3.1167527121345726e-5
1	hud	2.4860978643969793e-5
2	hud	1.771052764868598e-5
1	hudson	1.1196241679455752e-4
2	hudson	5.431232571157232e-5
1	huge	3.1884670228752454e-4
2	huge	9.691244632210468e-5
1	hugh	4.9363911849618593e-5
2	hugh	6.075026744406999e-7
1	hughes	4.144834418225541e-5
2	hughes	1.3924443449307413e-5
1	hull	3.378370195915833e-5
2	hull	3.096217938366849e-5
1	human	1.238846449290832e-4
2	human	8.407625629686243e-4
1	humanitarian	3.0424249839111054e-13
2	humanitarian	1.2467010827302383e-4
1	humanity	4.260532209092478e-26
2	humanity	3.506346801151451e-5
1	humans	7.618932171909865e-5
2	humans	1.3630955631482316e-6
1	humberto	4.569309471151994e-28
2	humberto	4.285534979185105e-5
1	humidity	4.4652491335065636e-5
2	humidity	1.289957275380552e-10
1	humor	2.903167929535065e-10
2	humor	5.84389107116681e-5
1	humphrey	6.758202949774378e-17
2	humphrey	2.2206863073954468e-4
1	humphreys	3.4064639123243526e-16
2	humphreys	3.506346801127671e-5
1	hundred	6.992604610058974e-5
2	hundred	1.1092526025283016e-4
1	hundreds	2.4292766917584003e-4
2	hundreds	3.836603154305618e-4
1	hungarian	1.4581935561023158e-5
2	hungarian	1.3197467651837332e-5
1	hungary	1.8221575035468373e-17
2	hungary	7.01269360230162e-5
1	hunger	9.404369562918297e-7
2	hunger	8.505427544806204e-5
1	hunt	2.911377260617397e-9
2	hunt	1.2077213545655071e-4
1	hunter	2.200613102430555e-5
2	hunter	7.814232202951758e-5
1	hunters	7.721823210375309e-6
2	hunters	2.9673642470819213e-5
1	hunthausen	2.9058941006904613e-64
2	hunthausen	3.506346801151451e-5
1	hunting	1.7977510883017908e-5
2	hunting	3.0307063632537742e-5
1	hurd	9.265971622661091e-26
2	hurd	3.506346801151451e-5
1	hurled	5.675463825769375e-5
2	hurled	1.8824427740035226e-5
1	hurling	3.236585013004671e-5
2	hurling	7.843115426848765e-7
1	hurricane	8.930535228588059e-5
2	hurricane	8.475591221039732e-29
1	hurricanes	3.34895071066235e-5
2	hurricanes	4.0602172267042396e-16
1	hurt	1.7254052980077004e-4
2	hurt	1.990340209485389e-4
1	hurting	1.7257009894676147e-5
2	hurting	3.0809972663638396e-5
1	husband	7.587685251200464e-5
2	husband	3.0936052910729954e-4
1	husbands	2.448316945085359e-8
2	husbands	5.452608323246443e-5
1	hussein	2.9822294780255063e-5
2	hussein	1.9735675535965307e-4
1	husseins	8.9837406575221e-6
2	husseins	2.48968843563273e-5
1	huts	3.348950710720519e-5
2	huts	5.89188956381405e-21
1	hutton	7.814218319316562e-5
2	hutton	3.977191674835792e-14
1	hyde	1.3453860909723652e-8
2	hyde	2.7262195448563957e-5
1	hydrogen	6.0344451148779756e-5
2	hydrogen	4.630918953757242e-6
1	hyundai	8.372376776801305e-5
2	hyundai	7.886542825752389e-23
1	i	0.001464239176291567
2	i	0.007054247859037082
1	iacocca	4.4652676142940206e-5
2	iacocca	3.48731171782123e-20
1	iason	1.584481706846306e-9
2	iason	3.116642115456353e-5
1	ibm	1.7861070457176055e-4
2	ibm	3.3688928638690573e-19
1	icahn	1.0046852131468775e-4
2	icahn	4.835674920400106e-15
1	icc	3.348950710720519e-5
2	icc	2.968982215098978e-22
1	ice	1.990209290459898e-4
2	ice	9.129327319287489e-6
1	icing	4.465267614294029e-5
2	icing	3.0924856351627897e-34
1	id	7.777505428160515e-5
2	id	1.0934260060908281e-4
1	idaho	1.1452752514177635e-4
2	idaho	5.6417823320688154e-05
1	idea	7.62037947740697e-5
2	idea	3.1692420548764145e-4
1	ideal	3.666997415658713e-5
2	ideal	2.1155682248476575e-5
1	ideas	2.053586310367401e-5
2	ideas	9.475233125450961e-5
1	identical	9.051994210954868e-6
2	identical	2.0953302548267937e-5
1	identification	2.8281920506445227e-5
2	identification	8.544964937951143e-5
1	identified	2.7762236372298694e-4
2	identified	3.243799823468737e-4
1	identify	8.40552638537258e-5
2	identify	6.989555205829194e-5
1	identities	3.545964690160681e-5
2	identities	1.031266689533268e-5
1	identity	4.151309301301178e-5
2	identity	4.894271683615453e-5
1	ideological	2.7687090218740484e-27
2	ideological	4.675129068201931e-5
1	ideology	9.573315616415764e-23
2	ideology	2.7271586231177944e-5
1	iditarod	3.9071076462617344e-5
2	iditarod	1.058337999963777e-11
1	ienner	3.9071039000191185e-5
2	ienner	3.673211920591948e-11
1	ignited	4.877783745269309e-5
2	ignited	1.0165820676405308e-6
1	ignore	4.4633370322828855e-9
2	ignore	3.506035260634687e-5
1	ignored	3.5319889302932033e-05
2	ignored	8.053715359445488e-5
1	ignoring	2.831478047660855e-15
2	ignoring	2.727158622920157e-5
1	ii	8.050877442465004e-5
2	ii	5.048204372458722e-4
1	iii	2.2977511685193614e-6
2	iii	3.0617550210852647e-4
1	iliescu	5.167764265152771e-11
2	iliescu	3.506343194056715e-5
1	ill	1.9581318838067478e-4
2	ill	2.607085443415753e-4
1	illegal	2.5794192415429704e-5
2	illegal	4.02757293416114e-4
1	illegally	8.925052463909605e-6
2	illegally	1.0285666646517514e-4
1	illinois	1.3005793422518416e-4
2	illinois	2.1699901114749525e-4
1	illness	4.992675723509079e-5
2	illness	1.287806864855498e-4
1	illustrated	3.744904484103849e-5
2	illustrated	1.2820009842705794e-5
1	im	1.3344172710207732e-4
2	im	9.236983688238885e-4
1	image	7.424702179678564e-5
2	image	8.453357782659049e-5
1	images	2.8039220310234286e-5
2	images	3.107588143220731e-5
1	imagination	1.720242989075091e-5
2	imagination	1.1368365005633752e-5
1	imagine	8.156623727597201e-9
2	imagine	4.284965647594685e-5
1	imbalance	7.803354413847818e-5
2	imbalance	7.583000061387377e-8
1	imf	5.023426034053302e-5
2	imf	2.2355152791592052e-13
1	immediate	1.9924831808112547e-4
2	immediate	1.9987171359891272e-4
1	immediately	3.455863540866969e-4
2	immediately	3.275884107854057e-4
1	immigrant	3.4105627773439826e-5
2	immigrant	3.4658892284623153e-6
1	immigrants	4.8011607261979497e-5
2	immigrants	1.1063775496489775e-4
1	immigration	6.499919686388901e-7
2	immigration	2.4888652317095467e-4
1	imminent	3.8453953844382974e-5
2	imminent	4.328611139851674e-5
1	immune	2.0739834762056883e-4
2	immune	7.177837703964332e-6
1	immunity	4.875809811391904e-17
2	immunity	5.843911335249013e-5
1	immunized	3.959275499560327e-59
2	immunized	2.7271586231177944e-5
1	impact	2.647858114334029e-4
2	impact	1.5412660316066403e-4
1	impassioned	2.711048174920472e-20
2	impassioned	2.337564534100965e-5
1	impeached	9.694307786052086e-29
2	impeached	2.337564534100965e-5
1	impeachment	2.682238090376915e-26
2	impeachment	1.0908634492471179e-4
1	impediments	4.45111529316534e-6
2	impediments	2.0268770936083262e-5
1	impending	5.1282546165098134e-5
2	impending	1.0956120346968991e-5
1	imperial	9.237684825026045e-6
2	imperial	5.9783099571107924e-5
1	implant	3.6637569225520176e-5
2	implant	1.6985964098917583e-6
1	implanted	4.5486664487156443e-14
2	implanted	3.116752708959659e-5
1	implement	3.4195490547259064e-5
2	implement	6.184227844702311e-5
1	implementation	3.335080848849994e-12
2	implementation	3.8959406573799426e-5
1	implemented	2.1494308876634406e-7
2	implemented	4.660126060258524e-5
1	implementing	5.916036375353929e-5
2	implementing	5.457410873011155e-6
1	implicated	2.3602457697530115e-13
2	implicated	3.506346784676958e-5
1	implications	3.487414559187134e-5
2	implications	3.020105072503922e-5
1	implied	6.537887910567716e-6
2	implied	2.270814644726349e-5
1	import	6.835313043285649e-5
2	import	1.4624631696567082e-5
1	importance	2.4571557188737703e-05
2	importance	9.193542047301407e-5
1	important	3.3201019054183116e-4
2	important	4.967981370237878e-4
1	imported	1.1445663235470807e-4
2	imported	5.820074849056185e-6
1	importers	3.348950710720519e-5
2	importers	6.215522322113853e-35
1	imports	3.656083794076742e-4
2	imports	4.479313399610749e-5
1	impose	3.72143375716304e-5
2	impose	1.1427829844653245e-4
1	imposed	4.064324833221043e-8
2	imposed	2.3762402535008987e-4
1	imposing	1.679566465412143e-5
2	imposing	3.502793210990092e-5
1	impossible	9.226798470662747e-5
2	impossible	7.974684397261935e-5
1	impoverished	1.4602453469609023e-5
2	impoverished	3.6558791511413816e-5
1	impressed	3.358678160924323e-5
2	impressed	1.5515866047189698e-5
1	impression	2.4583292089687217e-5
2	impression	6.46556432917027e-5
1	impressive	3.170361891231425e-5
2	impressive	9.038430107513499e-6
1	imprisoned	4.2365890925275425e-15
2	imprisoned	5.8439113349566984e-5
1	imprisonment	1.1956965381972007e-16
2	imprisonment	4.6751290681935926e-5
1	improper	2.7516907113920426e-5
2	improper	6.260798268702403e-5
1	improperly	1.5329958892049448e-16
2	improperly	4.285534979174402e-5
1	improve	1.3023480758578754e-4
2	improve	1.818120856919969e-4
1	improved	1.1706269627612437e-4
2	improved	1.5594273933122285e-4
1	improvement	1.517956439757616e-4
2	improvement	1.482094688853853e-5
1	improvements	8.417649702012622e-5
2	improvements	3.0851522517306475e-5
1	improving	6.273885705323454e-5
2	improving	4.5814975613530086e-5
1	inability	3.738102315252165e-5
2	inability	2.8451252479770647e-5
1	inaccurate	1.602873638093447e-5
2	inaccurate	1.9979483782701456e-5
1	inadequate	6.644536813141093e-5
2	inadequate	1.2060307148520064e-5
1	inappropriate	9.40068629084845e-11
2	inappropriate	3.116746150464184e-5
1	inaugurated	7.994868354937692e-6
2	inaugurated	2.1691175429226267e-5
1	inauguration	4.091920851546067e-7
2	inauguration	6.594537943155155e-5
1	inc	0.0017889694205859195
2	inc	4.4753355641041176e-5
1	incentive	8.640344299602475e-6
2	incentive	3.682439737068902e-5
1	incentives	6.581498587925215e-5
2	incentives	8.60437249399325e-6
1	incest	6.30221545531495e-70
2	incest	2.7271586231177944e-5
1	inch	1.2837644380489467e-4
2	inch	7.402887241572298e-14
1	inched	2.841334828967713e-5
2	inched	7.439095103615818e-6
1	inches	3.662923371698769e-4
2	inches	5.356323201757134e-6
1	incident	1.7824591415581718e-4
2	incident	2.2232325411638897e-4
1	incidents	7.269500780371446e-5
2	incidents	8.951282306489943e-5
1	inclined	3.120030903479709e-8
2	inclined	3.114574933416672e-5
1	income	7.745189260741814e-4
2	income	7.494515839786356e-5
1	incomes	8.413703528724357e-5
2	incomes	1.139936231993687e-5
1	incoming	1.3146083066525986e-26
2	incoming	3.506346801151451e-5
1	incorporated	4.359212240513618e-5
2	incorporated	1.2428088209816298e-5
1	increase	0.0013349200702746393
2	increase	1.1233917004529806e-4
1	increased	6.371488926908743e-4
2	increased	1.240780254184813e-4
1	increases	4.5142573992918675e-4
2	increases	1.1735468508155667e-4
1	increasing	2.8324141592211434e-4
2	increasing	9.059737652951545e-5
1	increasingly	8.148340601413104e-5
2	increasingly	6.0002883808346724e-5
1	incredible	1.763697754212144e-5
2	incredible	2.6648814702961885e-5
1	incumbent	1.210778970083015e-21
2	incumbent	5.454317246235589e-5
1	incumbents	4.140988022046295e-25
2	incumbents	4.285534979185105e-5
1	incurred	1.4709849357378354e-5
2	incurred	1.3108183938934375e-5
1	indefinite	5.01631422409391e-5
2	indefinite	4.964059204399852e-8
1	indefinitely	3.681690449442667e-5
2	indefinitely	1.5734205561632161e-6
1	independence	3.3673540010025594e-8
2	independence	4.7138534361022263e-4
1	independent	1.0023847077259823e-4
2	independent	4.8325724545374285e-4
1	independently	9.05548788968138e-6
2	independently	3.263868663421594e-5
1	independents	8.53801966193003e-12
2	independents	3.1167521161816314e-5
1	index	0.0012000406713415196
2	index	3.533952895530729e-24
1	india	3.851196183088001e-4
2	india	6.779961112567803e-9
1	indian	3.0025137674749303e-4
2	indian	9.820414387663405e-5
1	indiana	2.0787436846284237e-5
2	indiana	1.3353614191386712e-4
1	indianapolis	5.3079135627454584e-5
2	indianapolis	2.1389925215390228e-5
1	indians	5.473987910549266e-5
2	indians	3.97104322369968e-5
1	indias	6.855888791443778e-5
2	indias	6.689131382213114e-6
1	indicate	1.162362528104334e-4
2	indicate	5.1329192080105615e-5
1	indicated	1.7059618919303962e-4
2	indicated	3.367491000708928e-4
1	indicates	6.093675048610709e-5
2	indicates	3.1489080789026385e-5
1	indicating	8.62879838308623e-5
2	indicating	2.9377706653968028e-5
1	indication	9.986727838789925e-5
2	indication	6.275472126070347e-5
1	indications	7.145872936219258e-5
2	indications	4.362445360471954e-5
1	indicator	3.5863978290555083e-05
2	indicator	2.238562175194822e-6
1	indicators	7.814218323769467e-5
2	indicators	8.690668460403157e-15
1	indicted	1.4673795389914158e-7
2	indicted	1.362555081982321e-4
1	indictment	5.985410498384231e-11
2	indictment	3.3115493388619283e-4
1	indictments	9.297415654470211e-6
2	indictments	4.415764394609535e-5
1	indirect	1.6523059464501852e-5
2	indirect	2.742632850267297e-5
1	indirectly	8.766600781552892e-7
2	indirectly	5.003532363917504e-5
1	individual	1.561171619672616e-4
2	individual	1.2478681709656236e-4
1	individuals	1.4754205569392703e-4
2	individuals	1.1908441076453255e-4
1	indonesia	3.82875881020914e-5
2	indonesia	4.4428256328435075e-6
1	induced	6.999979786263902e-12
2	induced	2.3375640455030168e-5
1	industrial	6.063847341349424e-4
2	industrial	4.0360975927974433e-5
1	industrialist	5.2138346069462505e-6
2	industrialist	1.9736393552426717e-5
1	industrialized	4.8412417092296766e-5
2	industrialized	2.4647290486099015e-5
1	industrials	2.8466081041124435e-4
2	industrials	5.259692819164748e-48
1	industries	4.0975262500904136e-4
2	industries	4.904395893943018e-5
1	industry	0.001403379909909131
2	industry	5.676238279366088e-5
1	industrys	7.101465584501963e-5
2	industrys	1.079066721833994e-6
1	ineligible	2.242513060807541e-9
2	ineligible	3.506190273944838e-5
1	inevitable	4.5028893990483695e-5
2	inevitable	7.5292820667313156e-6
1	inevitably	3.3564655007652256e-5
2	inevitably	1.5531310394869595e-5
1	inf	3.7418571362571646e-25
2	inf	5.454317246235589e-5
1	infant	3.6977561348670464e-5
2	infant	2.8732868449969302e-5
1	infantry	1.7372468165170363e-5
2	infantry	2.293750111606165e-5
1	infants	7.016465366882705e-5
2	infants	1.725613102432327e-5
1	infected	1.6744753553602613e-4
2	infected	2.787997709763544e-22
1	infection	7.350680780118316e-5
2	infection	7.131428715369895e-6
1	infections	6.678847210768133e-5
2	infections	1.329982162821618e-7
1	infectious	1.8656130095027446e-6
2	infectious	2.2073449166126944e-5
1	inflated	6.139715007017299e-5
2	inflated	1.951789505318212e-10
1	inflation	7.106446758519427e-4
2	inflation	1.8234863507691568e-5
1	inflationary	5.5815845178675405e-5
2	inflationary	1.4619589295287377e-40
1	influence	9.630182956297212e-5
2	influence	2.2108103688730517e-4
1	influenced	4.7619853593836245e-5
2	influenced	1.7408617303038506e-5
1	influential	5.765370011974187e-17
2	influential	5.064723157214736e-5
1	influx	3.4102295445132874e-7
2	influx	3.482543430110847e-5
1	inform	2.5976337682722618e-5
2	inform	2.4723889839757933e-5
1	informal	1.86918426506545e-10
2	informal	5.0647101103296834e-05
1	informant	2.956747882307976e-10
2	informant	3.895920252095092e-5
1	information	6.013600862750356e-4
2	information	6.048836637243308e-4
1	informed	6.485992909092755e-5
2	informed	7.939793728205409e-5
1	inhabitants	7.152485012008934e-6
2	inhabitants	1.8383217342222063e-5
1	inheritance	1.238933641856606e-4
2	inheritance	1.8712949109999008e-5
1	inherited	1.2485518103005595e-5
2	inherited	1.855670601092466e-5
1	initial	1.8793781719386138e-4
2	initial	6.361661994068326e-5
1	initially	4.8327692597656405e-5
2	initially	1.2210495036010037e-4
1	initiated	2.9791447661784264e-17
2	initiated	2.3375645340988847e-5
1	initiative	1.7204438523989463e-5
2	initiative	1.3993301235702297e-4
1	initiatives	8.542909562058884e-6
2	initiatives	5.2476170289081884e-5
1	injected	3.0265250968289786e-5
2	injected	1.3938350507495415e-5
1	injection	2.523234980714382e-6
2	injection	2.1614429631492136e-5
1	injunction	4.9250855491124736e-5
2	injunction	2.7958002140478745e-5
1	injured	6.51729745106554e-4
2	injured	1.294843673244414e-4
1	injuries	4.744143589693285e-4
2	injuries	1.4186865906310397e-8
1	injuring	1.0806891184048117e-4
2	injuring	1.417463881779274e-5
1	injury	1.3752493121719605e-4
2	injury	9.198127785476755e-6
1	injustice	5.732885302505794e-9
2	injustice	5.064323002348806e-5
1	ink	2.0401667418127214e-5
2	ink	1.3031241026790924e-5
1	inkatha	1.6187250405051398e-19
